21.17 21.68 22.32 23.26 24.65 26.57 28.82 30.41 30.22 27.55 21.76 12.5 0.93 -9.84 -16.79 -19.31 -18.91 -17.27 -15.17 -12.89 -10.55 -8.2 -5.83 -3.5 -1.31 0.62 2.38 4.21 6.27 8.87 11.37 
21.24 21.56 22.14 23.31 25.17 27.35 28.75 27.71 23.13 15.04 4.47 -6.51 -15.19 -19.83 -20.65 -19.33 -17.42 -15.45 -13.37 -11.19 -8.95 -6.61 -4.17 -1.78 0.36 2.16 3.71 5.25 7.17 9.99 12.19 
21.11 21.32 21.95 23.4 25.46 26.51 24.4 17.98 8.01 -3.19 -12.96 -19.38 -21.93 -21.47 -19.57 -17.48 -15.56 -13.65 -11.61 -9.38 -7.03 -4.61 -2.14 0.24 2.37 4.19 5.71 7.08 8.75 11.36 13.29 
20.62 20.84 21.76 23.39 24.17 21.19 12.97 1.46 -9.64 -17.7 -21.97 -22.96 -21.78 -19.71 -17.62 -15.69 -13.79 -11.86 -9.77 -7.44 -5.01 -2.6 -0.18 2.14 4.3 6.21 7.79 9.1 10.51 12.59 14.96 
19.83 20.3 21.53 22.24 18.99 9.44 -3.6 -14.65 -21.07 -23.45 -23.25 -21.75 -19.79 -17.84 -15.98 -14.04 -12.02 -9.96 -7.79 -5.49 -3.16 -0.84 1.45 3.7 5.85 7.78 9.31 10.42 11.37 12.61 14.21 
19.11 19.9 20.76 18.22 8.62 -5.65 -17.38 -23.1 -24.4 -23.61 -22.02 -20.19 -18.29 -16.35 -14.37 -12.35 -10.29 -8.18 -6.01 -3.82 -1.61 0.58 2.77 4.97 7.04 8.7 9.75 10.13 10.15 10.31 10.74 
18.77 19.51 18.22 10.34 -3.86 -16.73 -22.94 -24.13 -23.44 -22.26 -20.8 -19.06 -17.06 -14.88 -12.73 -10.7 -8.72 -6.68 -4.6 -2.51 -0.42 1.71 3.88 6.01 7.72 8.69 8.76 8.02 6.95 6.15 5.84 
18.69 18.28 12.93 0.46 -13.02 -20.13 -21.7 -21.62 -21.12 -20.29 -19.16 -17.41 -15.22 -13.14 -11.17 -9.23 -7.32 -5.39 -3.47 -1.56 0.43 2.55 4.69 6.53 7.57 7.5 6.45 5.0 3.76 3.12 3.11 
18.15 14.89 5.1 -7.98 -16.35 -18.0 -17.49 -17.82 -18.01 -17.45 -16.75 -15.47 -13.33 -11.3 -9.66 -7.89 -6.08 -4.32 -2.58 -0.8 1.1 3.13 5.0 6.19 6.24 5.25 3.91 3.01 2.9 3.5 4.52 
15.71 8.49 -3.35 -12.69 -15.02 -13.52 -12.84 -13.75 -14.11 -11.83 -9.32 -10.43 -11.22 -9.55 -8.0 -6.5 -4.88 -3.29 -1.72 -0.07 1.68 3.37 4.57 4.85 4.13 3.08 2.62 3.17 4.54 6.36 8.21 
9.78 -0.24 -9.93 -13.53 -11.86 -9.36 -8.96 -10.73 -11.65 -10.5 -9.69 -9.69 -9.08 -7.68 -6.28 -5.05 -3.72 -2.32 -0.9 0.62 2.09 3.17 3.47 2.94 2.12 1.94 2.93 4.86 7.19 9.55 11.61 
0.25 -8.7 -13.03 -12.09 -9.4 -7.56 -7.37 -8.79 -10.5 -10.78 -10.07 -9.06 -7.7 -6.11 -4.79 -3.85 -2.78 -1.55 -0.23 1.1 2.21 2.72 2.34 1.44 0.98 1.76 3.78 6.41 9.06 11.44 13.44 
-9.59 -13.82 -13.36 -10.9 -9.12 -8.83 -9.46 -9.84 -10.15 -10.46 -9.66 -7.97 -6.22 -4.77 -3.79 -3.01 -2.11 -1.05 0.12 1.28 2.17 2.41 1.8 0.89 0.71 1.92 4.23 6.93 9.47 11.71 13.7 
-15.4 -15.29 -13.29 -11.6 -11.12 -12.0 -13.07 -12.65 -11.3 -10.08 -8.6 -6.81 -5.25 -4.09 -3.19 -2.41 -1.65 -0.81 0.22 1.27 2.09 2.35 1.93 1.23 1.11 2.17 4.22 6.64 8.99 11.18 13.29 
